"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Gadd45b.1"	5.15254564616163e-74	-0.705176102485569	0.289	0.498	1.03050912923233e-70	"3"	"Gadd45b"
"Ahnak2.2"	6.71460956150646e-74	-0.694268112673147	0.207	0.471	1.34292191230129e-70	"3"	"Ahnak2"
"Nupr1.3"	1.53521848557961e-72	-1.27399770564064	0.579	0.606	3.07043697115922e-69	"3"	"Nupr1"
"Olfml3.3"	7.0306777543033e-72	-0.678673165609795	0.199	0.511	1.40613555086066e-68	"3"	"Olfml3"
"Fam43a.2"	1.14393878644767e-70	-0.54678636276991	0.12	0.458	2.28787757289534e-67	"3"	"Fam43a"
"Thbd.2"	1.73693504601364e-70	-0.8141894689374	0.297	0.538	3.47387009202727e-67	"3"	"Thbd"
"Lyz2.3"	1.82220830791029e-70	-1.91229863615752	0.306	0.436	3.64441661582059e-67	"3"	"Lyz2"
"Prelp.2"	1.96034762731875e-70	-1.16068982349661	0.436	0.55	3.92069525463749e-67	"3"	"Prelp"
"Igfbp3.3"	2.94146813390348e-70	-0.735726629592507	0.31	0.535	5.88293626780697e-67	"3"	"Igfbp3"
"Tgfbi.2"	8.20938797704632e-70	-1.04414165874456	0.373	0.525	1.64187759540926e-66	"3"	"Tgfbi"
"Pltp.3"	8.66238956729353e-70	-0.914031621006031	0.622	0.638	1.73247791345871e-66	"3"	"Pltp"
"Adh1.2"	2.85477807611186e-69	-0.516788896264929	0.059	0.4	5.70955615222372e-66	"3"	"Adh1"
"Adgrf5.3"	8.92558238924492e-69	-0.872445485893507	0.549	0.65	1.78511647784898e-65	"3"	"Adgrf5"
"Zeb2.1"	1.00653280375566e-68	-0.557648505452645	0.261	0.458	2.01306560751131e-65	"3"	"Zeb2"
"Ctsh.2"	1.16729412464088e-68	-0.545680546371789	0.094	0.368	2.33458824928176e-65	"3"	"Ctsh"
"Map1b.2"	1.36758801762273e-68	-0.553387057193817	0.112	0.457	2.73517603524546e-65	"3"	"Map1b"
"Spry2.3"	1.97787709819586e-68	-0.59366930633633	0.267	0.422	3.95575419639172e-65	"3"	"Spry2"
"AI607873.3"	1.08322653127917e-67	-0.519296279457594	0.007	0.376	2.16645306255835e-64	"3"	"AI607873"
"Dag1"	8.43983009997015e-66	-0.504425220247968	0.276	0.438	1.68796601999403e-62	"3"	"Dag1"
"Zyx.1"	1.47841955670098e-64	-0.631079969152054	0.217	0.476	2.95683911340195e-61	"3"	"Zyx"
"F3.2"	7.38451639364807e-64	-1.1433904962094	0.388	0.55	1.47690327872961e-60	"3"	"F3"
"Dnajb1"	4.1935561528491e-63	-1.27342892079004	0.361	0.516	8.3871123056982e-60	"3"	"Dnajb1"
"Itm2a.2"	4.22364122579929e-63	-1.31436792294844	0.604	0.618	8.44728245159857e-60	"3"	"Itm2a"
"Mt2.2"	1.42452908831541e-62	-1.94809267639869	0.663	0.636	2.84905817663081e-59	"3"	"Mt2"
"Srgn.3"	7.72158615956946e-62	-1.24214308559268	0.598	0.662	1.54431723191389e-58	"3"	"Srgn"
"Meg3.2"	7.97191483580068e-62	-1.59189413226288	0.481	0.553	1.59438296716014e-58	"3"	"Meg3"
"Scara5.2"	1.06496383045887e-61	-0.891301526084669	0.388	0.5	2.12992766091775e-58	"3"	"Scara5"
"Crlf1.3"	1.6060669197424e-61	-0.770973036712762	0.173	0.461	3.21213383948479e-58	"3"	"Crlf1"
"Cd300lg.2"	2.22137478898157e-61	-1.0771236793714	0.555	0.639	4.44274957796313e-58	"3"	"Cd300lg"
"Nop58.1"	3.4295317040506e-61	-0.528556807655441	0.243	0.413	6.85906340810119e-58	"3"	"Nop58"
"Tgfbr2.2"	2.14708372234969e-60	-0.689207293555645	0.288	0.442	4.29416744469937e-57	"3"	"Tgfbr2"
"Bcam.3"	5.93113937871879e-60	-0.793294061287833	0.506	0.614	1.18622787574376e-56	"3"	"Bcam"
"Ier3.2"	1.88006658468253e-59	-1.28531140240611	0.542	0.598	3.76013316936505e-56	"3"	"Ier3"
"Tcf15.2"	5.01433141530611e-58	-1.52874372049537	0.702	0.731	1.00286628306122e-54	"3"	"Tcf15"
"Ctla2a.3"	6.05219566263168e-58	-0.922857526984134	0.574	0.631	1.21043913252634e-54	"3"	"Ctla2a"
"Pecam1.3"	7.22475071310521e-58	-1.10997671422135	0.712	0.713	1.44495014262104e-54	"3"	"Pecam1"
"Has1.2"	1.12921320319992e-57	-0.707127741794873	0.065	0.253	2.25842640639983e-54	"3"	"Has1"
"S1pr1.3"	1.87348776982813e-57	-0.755509611779941	0.402	0.583	3.74697553965626e-54	"3"	"S1pr1"
"Zfp385a.2"	2.23763925186253e-57	-0.54463237456229	0.147	0.419	4.47527850372505e-54	"3"	"Zfp385a"
"Sdpr.3"	1.85184422398102e-56	-1.82339057609304	0.699	0.68	3.70368844796205e-53	"3"	"Sdpr"
"Gm2a.1"	2.04896141663963e-56	-0.564303964359655	0.271	0.421	4.09792283327925e-53	"3"	"Gm2a"
"Igfbp5.3"	2.50359767373267e-56	-1.77053288472607	0.292	0.434	5.00719534746534e-53	"3"	"Igfbp5"
"Ddit4.3"	4.03426552329609e-56	-0.871187513165403	0.658	0.656	8.06853104659217e-53	"3"	"Ddit4"
"Emilin2.2"	7.39276120760876e-56	-0.583647455799099	0.018	0.392	1.47855224152175e-52	"3"	"Emilin2"
"Eln.3"	1.08560851529062e-54	-0.717022488544535	0.265	0.488	2.17121703058125e-51	"3"	"Eln"
"Akap12"	5.60745873881875e-54	-0.686176116070349	0.334	0.511	1.12149174776375e-50	"3"	"Akap12"
"Mgp.3"	8.81879423553881e-54	-1.98501439322494	0.572	0.619	1.76375884710776e-50	"3"	"Mgp"
"Tmem176b.1"	2.13017281389967e-53	-0.762868245023968	0.475	0.519	4.26034562779934e-50	"3"	"Tmem176b"
"Pam.2"	2.50900647809628e-53	-0.99162111389675	0.535	0.567	5.01801295619255e-50	"3"	"Pam"
"Cadm3.3"	4.01691469677233e-53	-0.608773212801748	0.18	0.452	8.03382939354467e-50	"3"	"Cadm3"
"Tgfb1.2"	5.70634125516744e-53	-0.623371923203894	0.173	0.473	1.14126825103349e-49	"3"	"Tgfb1"
"Rasip1.3"	6.20722812308512e-53	-0.65432232174394	0.475	0.584	1.24144562461702e-49	"3"	"Rasip1"
"Pcolce2.3"	9.39261379337692e-53	-1.37263064826079	0.466	0.527	1.87852275867538e-49	"3"	"Pcolce2"
"Dpysl3.1"	1.60863704910954e-52	-0.532735109642679	0.106	0.449	3.21727409821909e-49	"3"	"Dpysl3"
"Cdh5.3"	5.36422958469683e-52	-1.26092542477053	0.689	0.707	1.07284591693937e-48	"3"	"Cdh5"
"Tmem176a.1"	7.34769020606753e-52	-0.522677222169122	0.244	0.461	1.46953804121351e-48	"3"	"Tmem176a"
"Bmp4.2"	9.78772082738283e-52	-0.620723840298149	0.147	0.417	1.95754416547657e-48	"3"	"Bmp4"
"C1qtnf9.3"	1.04133236985811e-51	-1.25521056638197	0.675	0.704	2.08266473971621e-48	"3"	"C1qtnf9"
"Sult5a1.3"	4.61555985179013e-51	-0.528260156872584	0.084	0.393	9.23111970358026e-48	"3"	"Sult5a1"
"Mmrn2.3"	5.67709646058442e-51	-0.595895987848689	0.351	0.536	1.13541929211688e-47	"3"	"Mmrn2"
"Dbn1.2"	2.08693794272334e-50	-0.54471841510895	0.029	0.38	4.17387588544668e-47	"3"	"Dbn1"
"Pi16.3"	4.23265217666107e-50	-2.23157419248296	0.664	0.617	8.46530435332214e-47	"3"	"Pi16"
"Cd93.3"	4.9281421923938e-50	-0.691312341040895	0.451	0.575	9.85628438478759e-47	"3"	"Cd93"
"Ifi204.3"	6.7319798589987e-50	-0.600661214148349	0.21	0.413	1.34639597179974e-46	"3"	"Ifi204"
"Gpihbp1.3"	1.08087129534693e-49	-1.73377024838859	0.724	0.738	2.16174259069386e-46	"3"	"Gpihbp1"
"Pnp.1"	2.3625770000567e-49	-0.760656050185521	0.436	0.554	4.7251540001134e-46	"3"	"Pnp"
"Hba-a2.3"	3.72801289655064e-49	-0.973136872786525	0.66	0.428	7.45602579310127e-46	"3"	"Hba-a2"
"Lgals3"	3.94527008862023e-49	-0.584469098070041	0.191	0.428	7.89054017724045e-46	"3"	"Lgals3"
"Fgl2.1"	6.13572233355793e-49	-0.71205070742973	0.142	0.373	1.22714446671159e-45	"3"	"Fgl2"
"Id1.3"	8.37277442567537e-49	-1.44450591721006	0.717	0.708	1.67455488513507e-45	"3"	"Id1"
"Nrarp.3"	1.04629611204054e-48	-0.531235157894209	0.413	0.56	2.09259222408108e-45	"3"	"Nrarp"
"Pim3.3"	1.69037165665537e-48	-0.78641849913783	0.51	0.595	3.38074331331074e-45	"3"	"Pim3"
"Irf1.1"	6.30646665907493e-48	-1.04307368397994	0.472	0.57	1.26129333181499e-44	"3"	"Irf1"
"Fam101b.3"	1.17259270626932e-47	-0.835318704260454	0.271	0.528	2.34518541253864e-44	"3"	"Fam101b"
"H2-Q7.2"	1.07823633597344e-46	-0.609577861970258	0.572	0.566	2.15647267194688e-43	"3"	"H2-Q7"
"Utrn.2"	1.47519400060131e-46	-0.689578512222826	0.27	0.52	2.95038800120261e-43	"3"	"Utrn"
"Procr.2"	1.75282955983405e-46	-0.599079626544429	0.325	0.472	3.5056591196681e-43	"3"	"Procr"
"Col15a1.3"	4.06997832320591e-45	-1.03375675588986	0.202	0.413	8.13995664641181e-42	"3"	"Col15a1"
"Mast4.1"	5.20215545897701e-45	-0.537423627367153	0.223	0.425	1.0404310917954e-41	"3"	"Mast4"
"Ckb.2"	5.70285451329455e-45	-0.916923264291638	0.563	0.572	1.14057090265891e-41	"3"	"Ckb"
"Ablim1.2"	1.25100452540475e-44	-0.865850234032346	0.615	0.595	2.5020090508095e-41	"3"	"Ablim1"
"Acta2.2"	3.17969097773605e-44	-0.770193779735387	0.695	0.483	6.35938195547211e-41	"3"	"Acta2"
"Nov.2"	4.83804229337322e-44	-0.572042957342598	0.007	0.342	9.67608458674644e-41	"3"	"Nov"
"Gm42418"	6.16524343002792e-44	-0.598518398932109	0.625	0.714	1.23304868600558e-40	"3"	"Gm42418"
"Csrnp1"	1.29284239180564e-43	-0.674170147876075	0.329	0.465	2.58568478361127e-40	"3"	"Csrnp1"
"Retnla.3"	2.86882476352366e-43	-1.46124389402092	0.662	0.412	5.73764952704732e-40	"3"	"Retnla"
"Crispld2.3"	4.14965666036983e-43	-1.03930206732765	0.324	0.453	8.29931332073967e-40	"3"	"Crispld2"
"Spry1.2"	1.01555003609388e-42	-0.522113078836176	0.245	0.435	2.03110007218775e-39	"3"	"Spry1"
"Tmem100.2"	7.93733772093472e-42	-0.784111770364084	0.382	0.438	1.58746754418694e-38	"3"	"Tmem100"
"Pid1.1"	7.99795257084074e-42	-0.53684807626715	0.008	0.378	1.59959051416815e-38	"3"	"Pid1"
"Fbln5.3"	1.79474651772399e-41	-0.897884069389265	0.475	0.529	3.58949303544797e-38	"3"	"Fbln5"
"Ppp1r10"	1.93442881197701e-41	-0.640837522837417	0.457	0.505	3.86885762395402e-38	"3"	"Ppp1r10"
"Smoc2.2"	4.57700800911819e-41	-2.64019750785647	0.65	0.607	9.15401601823638e-38	"3"	"Smoc2"
"Pdzd2.1"	1.05394908761727e-40	-0.642272491327684	0.33	0.434	2.10789817523453e-37	"3"	"Pdzd2"
"Myct1.3"	1.3762169641413e-40	-0.729680312215846	0.454	0.589	2.7524339282826e-37	"3"	"Myct1"
"Slfn5.1"	2.4001708208079e-40	-0.641085287890598	0.134	0.438	4.80034164161579e-37	"3"	"Slfn5"
"Cd36.3"	4.80869725442411e-40	-1.64070374609159	0.721	0.75	9.61739450884821e-37	"3"	"Cd36"
"Gpc3.2"	5.11473142738427e-40	-0.668806887784154	0.148	0.413	1.02294628547685e-36	"3"	"Gpc3"
"Iigp1.2"	5.5625014091181e-40	-0.950655590284669	0.447	0.515	1.11250028182362e-36	"3"	"Iigp1"
"Htra1.2"	1.25801708601292e-39	-1.08529658581941	0.511	0.538	2.51603417202583e-36	"3"	"Htra1"
"Hspa1b.1"	2.08131909062159e-38	-0.720419655431159	0.363	0.451	4.16263818124318e-35	"3"	"Hspa1b"
"Isg15.2"	6.04290130082132e-37	-0.630641326183377	0.282	0.461	1.20858026016426e-33	"3"	"Isg15"
"Ugdh.2"	1.16653355319448e-36	-0.977421009773815	0.505	0.513	2.33306710638896e-33	"3"	"Ugdh"
"Kdm6b"	1.531307958069e-36	-0.705881707327169	0.502	0.532	3.06261591613799e-33	"3"	"Kdm6b"
"Hes1.2"	2.7039341789649e-36	-0.881095697624972	0.702	0.673	5.40786835792979e-33	"3"	"Hes1"
"Col5a3.3"	3.103103006544e-36	-0.776093916697218	0.338	0.453	6.20620601308801e-33	"3"	"Col5a3"
"Gatm.3"	3.10984623019328e-36	-0.774371314009545	0.24	0.341	6.21969246038656e-33	"3"	"Gatm"
"Jmjd1c"	4.36322344986195e-36	-0.534307106162268	0.215	0.419	8.72644689972391e-33	"3"	"Jmjd1c"
"Cyyr1.3"	4.7280559991233e-36	-0.592618236519071	0.472	0.574	9.4561119982466e-33	"3"	"Cyyr1"
"Fbln1.1"	7.38548129134637e-36	-0.908228091301324	0.581	0.569	1.47709625826927e-32	"3"	"Fbln1"
"Gas7.3"	7.48376792558545e-36	-0.635768859609651	0.005	0.341	1.49675358511709e-32	"3"	"Gas7"
"Ebf2.2"	1.25307026799115e-35	-0.554155000008956	0.104	0.402	2.5061405359823e-32	"3"	"Ebf2"
"Cotl1.1"	1.3971132181813e-35	-0.56232803312096	0.132	0.422	2.7942264363626e-32	"3"	"Cotl1"
"Tnfaip6.2"	2.10894999434905e-35	-0.921208827390893	0.294	0.4	4.2178999886981e-32	"3"	"Tnfaip6"
"Aqp1.3"	8.52804136314168e-35	-2.42573453320511	0.78	0.785	1.70560827262834e-31	"3"	"Aqp1"
"Timp4.3"	2.20759120871771e-34	-1.27293761238518	0.682	0.68	4.41518241743542e-31	"3"	"Timp4"
"Inmt.2"	2.23271204749493e-34	-0.612590274065382	0.006	0.316	4.46542409498985e-31	"3"	"Inmt"
"Myo10.2"	9.82928073946549e-34	-0.506602571220385	0.303	0.405	1.9658561478931e-30	"3"	"Myo10"
"Gngt2.2"	2.24810842302224e-33	-0.785226431777159	0.602	0.613	4.49621684604449e-30	"3"	"Gngt2"
"Lbp.2"	2.51866576052777e-33	-0.772912117654136	0.253	0.434	5.03733152105554e-30	"3"	"Lbp"
"Mafb.2"	4.025735964399e-33	-0.535855539855522	0.336	0.413	8.05147192879801e-30	"3"	"Mafb"
"Prss23.3"	4.17098714182294e-32	-0.875882410215819	0.622	0.577	8.34197428364587e-29	"3"	"Prss23"
"Hba-a1.3"	5.6040566611004e-32	-1.34212034063825	0.665	0.514	1.12081133222008e-28	"3"	"Hba-a1"
"Flt1.2"	8.78584709662639e-32	-1.24546472447713	0.69	0.688	1.75716941932528e-28	"3"	"Flt1"
"Dst"	9.66919742600619e-32	-0.505227469425043	0.358	0.455	1.93383948520124e-28	"3"	"Dst"
"Apod.2"	2.64774373859663e-31	-2.21959015846062	0.686	0.606	5.29548747719327e-28	"3"	"Apod"
"Ndrg1.2"	1.76397509588187e-30	-0.804495186986188	0.352	0.502	3.52795019176373e-27	"3"	"Ndrg1"
"Gem.2"	1.55278809529735e-29	-0.925237027876289	0.45	0.487	3.1055761905947e-26	"3"	"Gem"
"Lifr.2"	2.16887717226002e-29	-0.505296280261773	0.325	0.407	4.33775434452005e-26	"3"	"Lifr"
"Pla1a.2"	2.80901759007254e-29	-0.873725190840534	0.108	0.381	5.61803518014508e-26	"3"	"Pla1a"
"Cldn5.2"	3.20867527512314e-29	-1.33305833416374	0.684	0.679	6.41735055024627e-26	"3"	"Cldn5"
"Col14a1.3"	4.82758482577746e-29	-0.622008906858746	0.148	0.321	9.65516965155492e-26	"3"	"Col14a1"
"Fn1.3"	1.01180769268133e-28	-1.55920149775586	0.539	0.516	2.02361538536266e-25	"3"	"Fn1"
"Car4.3"	1.45870790809819e-28	-0.734016738726962	0.44	0.516	2.91741581619638e-25	"3"	"Car4"
"Prex2.2"	8.77900939788806e-28	-0.642769963253394	0.277	0.468	1.75580187957761e-24	"3"	"Prex2"
"Clic4"	9.20039883457793e-28	-0.683204290902447	0.519	0.52	1.84007976691559e-24	"3"	"Clic4"
"Kitl.3"	1.20871696108944e-27	-0.796313141829451	0.28	0.478	2.41743392217887e-24	"3"	"Kitl"
"Cebpb.2"	2.74213176723915e-26	-0.530204246504562	0.597	0.659	5.4842635344783e-23	"3"	"Cebpb"
"Ccdc80.2"	5.34748040621694e-26	-0.541861237475364	0.136	0.412	1.06949608124339e-22	"3"	"Ccdc80"
"8430408G22Rik.1"	8.56718523968608e-26	-0.528508401831724	0.467	0.522	1.71343704793722e-22	"3"	"8430408G22Rik"
"Fndc1.2"	1.69830916378237e-25	-0.968238784943049	0.488	0.486	3.39661832756473e-22	"3"	"Fndc1"
"Sept4.2"	2.68862626265473e-25	-0.893573538091464	0.688	0.647	5.37725252530946e-22	"3"	"Sept4"
"Fmod.3"	8.52023554598264e-25	-1.67450448513661	0.693	0.47	1.70404710919653e-21	"3"	"Fmod"
"Hsph1"	1.56987663693517e-24	-0.503670077968373	0.245	0.333	3.13975327387035e-21	"3"	"Hsph1"
"Fxyd5.1"	2.19953012926531e-24	-0.787079209299363	0.442	0.47	4.39906025853062e-21	"3"	"Fxyd5"
"Itga6.3"	7.74994362634404e-24	-0.585379414332077	0.579	0.58	1.54998872526881e-20	"3"	"Itga6"
"Atf3.1"	1.16925009163726e-23	-0.866608633180549	0.475	0.512	2.33850018327453e-20	"3"	"Atf3"
"Efhd1.3"	6.83160137542588e-23	-0.682335056893353	0.397	0.439	1.36632027508518e-19	"3"	"Efhd1"
"Maged2.2"	1.31149504523241e-22	-0.558750663443239	0.444	0.44	2.62299009046483e-19	"3"	"Maged2"
"Ptprb.3"	1.72415735999649e-22	-0.889158915844434	0.582	0.603	3.44831471999299e-19	"3"	"Ptprb"
"Esam.3"	1.74083954518881e-22	-1.25788636534875	0.707	0.721	3.48167909037761e-19	"3"	"Esam"
"Cd74.2"	6.04041849012435e-22	-2.51901862995246	0.487	0.261	1.20808369802487e-18	"3"	"Cd74"
"Thbs1.1"	6.61793711777606e-22	-0.518144683416058	0.42	0.234	1.32358742355521e-18	"3"	"Thbs1"
"Gja1"	4.26737313542079e-21	-0.838197225068343	0.612	0.556	8.53474627084159e-18	"3"	"Gja1"
"Maff.1"	8.91787916450803e-21	-0.642868312379259	0.304	0.384	1.78357583290161e-17	"3"	"Maff"
"Heg1.2"	2.13971508980055e-20	-0.662842845467311	0.475	0.506	4.27943017960111e-17	"3"	"Heg1"
"Pcsk6.2"	2.19738183800794e-20	-0.538780213401104	0.099	0.364	4.39476367601588e-17	"3"	"Pcsk6"
"Metrnl.3"	2.29943106969508e-20	-0.735455508375011	0.507	0.487	4.59886213939016e-17	"3"	"Metrnl"
"Cxcl14.3"	2.4791992134529e-20	-2.46532469835371	0.489	0.468	4.95839842690581e-17	"3"	"Cxcl14"
"Tspan13.3"	3.33721263498129e-20	-1.63856210644654	0.712	0.735	6.67442526996257e-17	"3"	"Tspan13"
"Cilp.2"	9.77254402161452e-20	-0.748965698991759	0.249	0.373	1.9545088043229e-16	"3"	"Cilp"
"Gimap6.3"	1.16957186238292e-19	-0.946737086253139	0.692	0.668	2.33914372476585e-16	"3"	"Gimap6"
"Thbs4.2"	1.18927184823085e-19	-0.653131202640032	0.529	0.325	2.37854369646169e-16	"3"	"Thbs4"
"Hbb-bs.3"	1.74815872111138e-19	-1.91143204820788	0.762	0.602	3.49631744222277e-16	"3"	"Hbb-bs"
"Scarb1.3"	3.39204372357167e-19	-0.668392542221162	0.524	0.54	6.78408744714334e-16	"3"	"Scarb1"
"Gpm6b.3"	3.59202289827981e-19	-0.745377223523452	0.245	0.41	7.18404579655962e-16	"3"	"Gpm6b"
"Mpz.3"	3.65264069476648e-19	-0.947511130567849	0.33	0.423	7.30528138953297e-16	"3"	"Mpz"
"Sox17.3"	5.9927184731009e-19	-0.705679822418999	0.555	0.589	1.19854369462018e-15	"3"	"Sox17"
"Cpxm2.2"	1.28449505703502e-18	-0.583250064185094	0.313	0.374	2.56899011407005e-15	"3"	"Cpxm2"
"Stmn2.2"	1.46286180741549e-17	-0.551753608665391	0.435	0.496	2.92572361483098e-14	"3"	"Stmn2"
"Uap1.2"	1.91136845394221e-17	-0.638900346698148	0.679	0.603	3.82273690788442e-14	"3"	"Uap1"
"Kdr.3"	4.33604171655806e-17	-0.864202441032317	0.638	0.632	8.67208343311611e-14	"3"	"Kdr"
"Hmgcs1.3"	5.48902376053743e-17	-0.500097458924093	0.395	0.401	1.09780475210749e-13	"3"	"Hmgcs1"
"Myc.3"	1.0404152116685e-16	-0.576393306135861	0.259	0.38	2.08083042333699e-13	"3"	"Myc"
"Tagln.2"	1.04499120246553e-16	-0.519724783074586	0.371	0.263	2.08998240493105e-13	"3"	"Tagln"
"Sox4"	1.55260530669659e-16	-0.540597725986338	0.252	0.385	3.10521061339317e-13	"3"	"Sox4"
"Bmp5.3"	1.61229498808694e-16	-0.61430529342904	0.364	0.424	3.22458997617389e-13	"3"	"Bmp5"
"Plcb4.3"	3.49512370390173e-16	-0.611296221430767	0.28	0.398	6.99024740780346e-13	"3"	"Plcb4"
"Cxcl1.3"	1.07225577373891e-15	-1.60505265654565	0.62	0.521	2.14451154747782e-12	"3"	"Cxcl1"
"Sema3c.3"	4.39423988318307e-15	-0.769221020394065	0.373	0.403	8.78847976636615e-12	"3"	"Sema3c"
"H2-Ab1.3"	2.14860560651981e-14	-1.64191704139147	0.349	0.406	4.29721121303962e-11	"3"	"H2-Ab1"
"H2-Aa.3"	6.17962213893095e-14	-1.72680359281729	0.47	0.272	1.23592442778619e-10	"3"	"H2-Aa"
"H2-Eb1.3"	1.06483121875555e-13	-0.933288360676884	0.483	0.268	2.12966243751111e-10	"3"	"H2-Eb1"
"Tinagl1.3"	1.69826010391683e-13	-0.878268410173276	0.67	0.64	3.39652020783365e-10	"3"	"Tinagl1"
"Lamb1.2"	2.58598294565594e-13	-0.596019206024891	0.388	0.408	5.17196589131188e-10	"3"	"Lamb1"
"Tie1.3"	1.45955862502697e-12	-0.556873136830583	0.514	0.575	2.91911725005393e-09	"3"	"Tie1"
"Plk2.3"	2.48086218347433e-12	-0.830711569163299	0.588	0.532	4.96172436694867e-09	"3"	"Plk2"
"Chad.3"	1.79769827134924e-11	-0.875151012147517	0.255	0.342	3.59539654269847e-08	"3"	"Chad"
"Ccl2.1"	6.75210992830392e-11	-0.841081809273455	0.429	0.319	1.35042198566078e-07	"3"	"Ccl2"
"Clu.2"	7.05725488980178e-11	-0.532154275350516	0.457	0.429	1.41145097796036e-07	"3"	"Clu"
"Nfkbiz"	7.8422995002732e-11	-0.746874359670225	0.381	0.433	1.56845990005464e-07	"3"	"Nfkbiz"
"Efemp1.2"	4.50389683559475e-10	-1.12729112806799	0.624	0.523	9.0077936711895e-07	"3"	"Efemp1"
"Rbp7.3"	7.34878305720450e-09	-1.0588679374171	0.637	0.627	1.4697566114409e-05	"3"	"Rbp7"
"Nr4a1.2"	1.29124978912597e-08	-0.794923177597805	0.671	0.551	2.58249957825195e-05	"3"	"Nr4a1"
"Csrp1.3"	1.2291695795588e-07	-0.724392638159352	0.644	0.541	0.00024583391591176	"3"	"Csrp1"
"Ccnd2.1"	9.65518324049694e-07	-0.711070416554153	0.608	0.495	0.00193103664809939	"3"	"Ccnd2"
"Ets1.3"	1.69335119377491e-06	-0.665517603825434	0.627	0.412	0.00338670238754981	"3"	"Ets1"
"Gfpt2.2"	2.4713395774928e-06	-0.658374563486194	0.308	0.377	0.0049426791549856	"3"	"Gfpt2"
"Fabp5.2"	2.97367888067788e-06	-0.999799980086354	0.698	0.653	0.00594735776135575	"3"	"Fabp5"
"1810011O10Rik.2"	3.27418397093573e-06	-0.93422799892209	0.675	0.632	0.00654836794187146	"3"	"1810011O10Rik"
"Egfl7.3"	4.45478366162514e-06	-1.3682434479042	0.73	0.731	0.00890956732325027	"3"	"Egfl7"
"Myl9.3"	1.95010090980388e-05	-0.817195548167132	0.519	0.458	0.0390020181960777	"3"	"Myl9"
"S100a4.2"	3.76382854590086e-05	-0.857470735350236	0.265	0.373	0.0752765709180172	"3"	"S100a4"
"Ushbp1.3"	7.14174273026848e-05	-0.637573293776481	0.624	0.565	0.14283485460537	"3"	"Ushbp1"
"Comp.3"	0.000124054750797693	-0.957287374494778	0.378	0.427	0.248109501595386	"3"	"Comp"
"Rgs5.2"	0.000129461679652287	-1.51336898324084	0.703	0.598	0.258923359304574	"3"	"Rgs5"
"Adgrl4.2"	0.000178600416205384	-0.773304754812515	0.686	0.613	0.357200832410768	"3"	"Adgrl4"
"Sfrp4.3"	0.000274334145723185	-0.777502237004203	0.484	0.425	0.54866829144637	"3"	"Sfrp4"
"Sdc4.1"	0.000785008411057703	-0.643151915609575	0.553	0.439	1	"3"	"Sdc4"
"Ctgf"	0.000867062705133554	-0.538437141728486	0.19	0.252	1	"3"	"Ctgf"
"Angptl7.3"	0.00163435808269576	-0.886317555543948	0.343	0.378	1	"3"	"Angptl7"
"Myh9.1"	0.00183857628522691	-0.52985208707016	0.621	0.415	1	"3"	"Myh9"
"Pim1"	0.00467743593486459	-0.531171876825081	0.576	0.391	1	"3"	"Pim1"
"Tyrobp.2"	0.00731470334630222	-0.719206227475344	0.331	0.297	1	"3"	"Tyrobp"
"Il33.2"	0.00917688934171688	-0.555353251974185	0.395	0.344	1	"3"	"Il33"
"Cd36.4"	9.9771036933915e-125	-1.90437511741131	0.593	0.76	1.9954207386783e-121	"4"	"Cd36"
"Fabp4.4"	3.87159359800683e-122	-3.03856932539939	0.772	0.879	7.74318719601366e-119	"4"	"Fabp4"
"Egfl7.4"	2.06268973460867e-120	-1.5604971697437	0.533	0.747	4.12537946921734e-117	"4"	"Egfl7"
"Aqp1.4"	1.3277235214578e-93	-2.50124600373237	0.676	0.793	2.65544704291559e-90	"4"	"Aqp1"
"Esam.4"	2.42563814664942e-90	-1.315177485773	0.576	0.731	4.85127629329883e-87	"4"	"Esam"
"Cd300lg.3"	2.29143169514751e-89	-1.00562908729285	0.376	0.653	4.58286339029502e-86	"4"	"Cd300lg"
"H2-Eb1.4"	3.63485357082077e-79	-0.951295491949917	0.14	0.298	7.26970714164154e-76	"4"	"H2-Eb1"
"Timp4.4"	1.65231174732511e-78	-1.28534798719222	0.524	0.693	3.30462349465022e-75	"4"	"Timp4"
"Tspan13.4"	3.62354109610164e-77	-1.73125214065407	0.595	0.744	7.24708219220328e-74	"4"	"Tspan13"
"Fabp5.3"	4.55298474666916e-76	-1.02111109106338	0.441	0.675	9.10596949333831e-73	"4"	"Fabp5"
"Adgrf5.4"	1.02230591922324e-74	-0.870758896754618	0.499	0.653	2.04461183844648e-71	"4"	"Adgrf5"
"Srgn.4"	3.64601749633239e-74	-1.19974428091267	0.486	0.67	7.29203499266478e-71	"4"	"Srgn"
"Fam101b.4"	1.90347422992853e-73	-0.697386078681683	0.286	0.524	3.80694845985706e-70	"4"	"Fam101b"
"Tcf15.3"	1.76831102785263e-72	-1.50618182563929	0.553	0.743	3.53662205570525e-69	"4"	"Tcf15"
"Rgcc.4"	9.62990175549904e-72	-1.66289168991079	0.548	0.709	1.92598035109981e-68	"4"	"Rgcc"
"Emcn.3"	1.07455230430087e-71	-0.97140890669498	0.492	0.664	2.14910460860174e-68	"4"	"Emcn"
"Ptp4a3.4"	9.95253766221085e-69	-1.04012577629282	0.473	0.661	1.99050753244217e-65	"4"	"Ptp4a3"
